drs_id,url,filename_osn,filepath_osn,file_type,table_title,table_type,multilevel_columns,multilevel_rows,computation_ready,table_group,table_group_members,shape,size,columns,series_type,series_num,series_name,image_handwriting,image_two_page,related_image,related_csv,related_txt,related_alto,entities,volume_title,attribution,author,published,notes,subjects,creation_date,record_id,permalink
44319829,https://ids.lib.harvard.edu/ids/iiif/44319829/full/full/0/default.jpg,005825557_pt3_00019.innodata.jpg,005825557_pt3_00019.innodata.jpg,image,3/Revenue. TRADE IN FOREIGN BOTTOMS: Total Collection of Revenue on Foreign Trade as divided between Foreign Flags.,Comparison,FALSE,TRUE,TRUE,TRUE,005825557_pt3_00018_a.innodata.csv;005825557_pt3_00018_b.innodata.csv,,,[],Revenue,10,Revenue:10,FALSE,FALSE,005825557_pt3_00019.innodata.jpg,005825557_pt3_00019.innodata.csv,005825557_pt3_00019.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319830,https://ids.lib.harvard.edu/ids/iiif/44319830/full/full/0/default.jpg,005825557_pt3_00020.innodata.jpg,005825557_pt3_00020.innodata.jpg,image,2/Population. STATISTICS concerning Population of the Port.,Summary,TRUE,TRUE,TRUE,TRUE,005825557_pt3_00020_a.innodata.csv;005825557_pt3_00020_b.innodata.csv,,,[],Population,10,Population:10,FALSE,FALSE,005825557_pt3_00020.innodata.jpg,005825557_pt3_00020_b.innodata.csv,005825557_pt3_00020.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319831,https://ids.lib.harvard.edu/ids/iiif/44319831/full/full/0/default.jpg,005825557_pt3_00021.innodata.jpg,005825557_pt3_00021.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00021.innodata.jpg,,005825557_pt3_00021.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319832,https://ids.lib.harvard.edu/ids/iiif/44319832/full/full/0/default.jpg,005825557_pt3_00022.innodata.jpg,005825557_pt3_00022.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00022.innodata.jpg,,005825557_pt3_00022.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319833,https://ids.lib.harvard.edu/ids/iiif/44319833/full/full/0/default.jpg,005825557_pt3_00023.innodata.jpg,005825557_pt3_00023.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00023.innodata.jpg,,005825557_pt3_00023.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319834,https://ids.lib.harvard.edu/ids/iiif/44319834/full/full/0/default.jpg,005825557_pt3_00024.innodata.jpg,005825557_pt3_00024.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00024.innodata.jpg,,005825557_pt3_00024.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319835,https://ids.lib.harvard.edu/ids/iiif/44319835/full/full/0/default.jpg,005825557_pt3_00025.innodata.jpg,005825557_pt3_00025.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00025.innodata.jpg,,005825557_pt3_00025.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319836,https://ids.lib.harvard.edu/ids/iiif/44319836/full/full/0/default.jpg,005825557_pt3_00026.innodata.jpg,005825557_pt3_00026.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,TRUE,TRUE,005825557_pt3_00026.innodata.jpg,,005825557_pt3_00026.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319837,https://ids.lib.harvard.edu/ids/iiif/44319837/full/full/0/default.jpg,005825557_pt3_00027.innodata.jpg,005825557_pt3_00027.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00027.innodata.jpg,,005825557_pt3_00027.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319838,https://ids.lib.harvard.edu/ids/iiif/44319838/full/full/0/default.jpg,005825557_pt3_00028.innodata.jpg,005825557_pt3_00028.innodata.jpg,image,2/Tonnage. FOREIGN SHIPPING: Return of Tonnage as divided between Foreign and Home Trade.,Comparison,TRUE,TRUE,TRUE,TRUE,005825557_pt3_00028_a.innodata.csv;005825557_pt3_00028_b.innodata.csv,,,[],Tonnage,11,Tonnage:11,FALSE,FALSE,005825557_pt3_00028.innodata.jpg,005825557_pt3_00028_b.innodata.csv,005825557_pt3_00028.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319839,https://ids.lib.harvard.edu/ids/iiif/44319839/full/full/0/default.jpg,005825557_pt3_00029.innodata.jpg,005825557_pt3_00029.innodata.jpg,image,4/Tonnage. FOREIGN SHIPPING: Return of Tonnage as divided between Foreign Flags.,Comparison,TRUE,TRUE,TRUE,TRUE,005825557_pt3_00029_a.innodata.csv;005825557_pt3_00029_b.innodata.csv,,,[],Tonnage,11,Tonnage:11,FALSE,FALSE,005825557_pt3_00029.innodata.jpg,005825557_pt3_00029_b.innodata.csv,005825557_pt3_00029.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319840,https://ids.lib.harvard.edu/ids/iiif/44319840/full/full/0/default.jpg,005825557_pt3_00030.innodata.jpg,005825557_pt3_00030.innodata.jpg,image,2/Values. TOTAL VALUES of Commodities as divided between Foreign and Home Trade.,Comparison,TRUE,TRUE,TRUE,TRUE,005825557_pt3_00030_a.innodata.csv;005825557_pt3_00030_b.innodata.csv,,,[],Values,11,Values:11,FALSE,FALSE,005825557_pt3_00030.innodata.jpg,005825557_pt3_00030_b.innodata.csv,005825557_pt3_00030.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319841,https://ids.lib.harvard.edu/ids/iiif/44319841/full/full/0/default.jpg,005825557_pt3_00031.innodata.jpg,005825557_pt3_00031.innodata.jpg,image,3/Values. TOTAL VALUES of Commodities as divided between Foreign Flags.,Comparison,FALSE,TRUE,TRUE,TRUE,005825557_pt3_00030_a.innodata.csv;005825557_pt3_00030_b.innodata.csv,,,[],Values,11,Values:11,FALSE,FALSE,005825557_pt3_00031.innodata.jpg,005825557_pt3_00031.innodata.csv,005825557_pt3_00031.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319842,https://ids.lib.harvard.edu/ids/iiif/44319842/full/full/0/default.jpg,005825557_pt3_00032.innodata.jpg,005825557_pt3_00032.innodata.jpg,image,1/Articles. FOREIGN IMPORT TRADE: Total quantities of principal Foreign Goods arrived in Foreign bottoms from Foreign Countries.,Comparison,TRUE,TRUE,TRUE,TRUE,005825557_pt3_00030_a.innodata.csv;005825557_pt3_00030_b.innodata.csv,,,[],Articles,10,Articles:10,FALSE,FALSE,005825557_pt3_00032.innodata.jpg,005825557_pt3_00032_8-9.innodata.csv,005825557_pt3_00032.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319843,https://ids.lib.harvard.edu/ids/iiif/44319843/full/full/0/default.jpg,005825557_pt3_00033.innodata.jpg,005825557_pt3_00033.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00033.innodata.jpg,,005825557_pt3_00033.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319844,https://ids.lib.harvard.edu/ids/iiif/44319844/full/full/0/default.jpg,005825557_pt3_00034.innodata.jpg,005825557_pt3_00034.innodata.jpg,image,2/Articles. FOREIGN/HOME IMPORT TRADE: Total quantities of principal Foreign Goods arrived in Foreign bottoms from Chinese Treaty Ports.,Comparison,TRUE,TRUE,TRUE,TRUE,005825557_pt3_00030_a.innodata.csv;005825557_pt3_00030_b.innodata.csv,,,[],Articles,10,Articles:10,FALSE,FALSE,005825557_pt3_00034.innodata.jpg,005825557_pt3_00034_10-11.innodata.csv,005825557_pt3_00034.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319845,https://ids.lib.harvard.edu/ids/iiif/44319845/full/full/0/default.jpg,005825557_pt3_00035.innodata.jpg,005825557_pt3_00035.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00035.innodata.jpg,,005825557_pt3_00035.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319846,https://ids.lib.harvard.edu/ids/iiif/44319846/full/full/0/default.jpg,005825557_pt3_00036.innodata.jpg,005825557_pt3_00036.innodata.jpg,image,3/Articles. FOREIGN RE-EXPORT TRADE: Total quantities of principal Foreign Goods re-exported in Foreign bottoms to Foreign Countries.,Comparison,TRUE,TRUE,TRUE,TRUE,005825557_pt3_00030_a.innodata.csv;005825557_pt3_00030_b.innodata.csv,,,[],Articles,10,Articles:10,FALSE,FALSE,005825557_pt3_00036.innodata.jpg,005825557_pt3_00036_12-13.innodata.csv,005825557_pt3_00036.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319847,https://ids.lib.harvard.edu/ids/iiif/44319847/full/full/0/default.jpg,005825557_pt3_00037.innodata.jpg,005825557_pt3_00037.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00037.innodata.jpg,,005825557_pt3_00037.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319848,https://ids.lib.harvard.edu/ids/iiif/44319848/full/full/0/default.jpg,005825557_pt3_00038.innodata.jpg,005825557_pt3_00038.innodata.jpg,image,4/Articles. FOREIGN/HOME RE-EXPORT TRADE: Total quantities of principal Foreign Goods re-exported in Foreign bottoms to Chinese Treaty Ports.,Comparison,TRUE,TRUE,TRUE,TRUE,005825557_pt3_00030_a.innodata.csv;005825557_pt3_00030_b.innodata.csv,,,[],Articles,10,Articles:10,FALSE,FALSE,005825557_pt3_00038.innodata.jpg,005825557_pt3_00038_14-15.innodata.csv,005825557_pt3_00038.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
44319849,https://ids.lib.harvard.edu/ids/iiif/44319849/full/full/0/default.jpg,005825557_pt3_00039.innodata.jpg,005825557_pt3_00039.innodata.jpg,image,,,,,,,,,,,,,Miscellaneous,FALSE,FALSE,005825557_pt3_00039.innodata.jpg,,005825557_pt3_00039.innodata.txt,,,"Trade statistics of the treaty ports, for the period 1863-1872","Compiled for the Austro-Hungarian Universal Exhibition, Vienna, 1873 to illustrate the international exchange of products ; published by order of the Inspector General of Chinese Maritime Customs.",China. Hai guan zong shui wu si shu.,"Shanghai : Imperial Maritime Customs, 1873.","Includes separately paged documents entitled Statistics of trade, with separate title page, for the following ports: Newchwang, Tientsin, Chefoo, Hankow, Kiukiang, Chinkiang, Shanghai, Ningpo, Foochow, Tamsui, Takow, Amoy, Swatow, Canton.; Robert Hart, Inspector General.; Tables include: I. Tonnage.--II. Values.--III. Articles.--IV. Revenue.--V. Population.",Vienna International Exhibition (1873);China -- Catalogs;Harbors -- China;China -- Population -- Statistics;China -- Commerce -- Statistics,1873,9.90E+17,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211970791270003941
